,classcode,oneway,streetname,cnn,from_cnn,to_cnn,from_cnn_coords,to_cnn_coords,length
3123,5,B,EDGEHILL WAY,5081000,22872000,22851000,"[-122.45985842742377, 37.743806433293955]","[-122.45934915187023, 37.743450938978846]",59.6933661468
3124,5,B,KENWOOD WAY,7813000,22752000,22753000,"[-122.46407042813001, 37.728253106859604]","[-122.46473549929162, 37.72836207236036]",59.6949191915
3125,0,B,ONIQUE LN,9951000,21999000,22281000,"[-122.43906017586673, 37.73916659338697]","[-122.43968001289623, 37.738946290053796]",59.7188999174
3126,5,B,GALLAGHER LN,5981000,28147000,24626000,"[-122.40332753552968, 37.781928908693324]","[-122.40284935872832, 37.78154662026831]",59.736689755
3127,5,B,WINSTON DR,13684000,23067000,23069000,"[-122.47423317408276, 37.72688808974965]","[-122.47490034424523, 37.7269907000813]",59.7378261248
3128,0,B,WESTERN SHORE LN,19946000,54016000,54017000,"[-122.4281822615749, 37.784145790994174]","[-122.42885413949408, 37.784060405442425]",59.7656598194
3129,5,B,HALYBURTON CT,14195000,34103000,53030000,"[-122.3759958082807, 37.827718985563244]","[-122.37537033456678, 37.82793200753942]",59.785817086
3130,5,B,LAGUNA HONDA BLVD,7994000,22857000,22856000,"[-122.45791698172293, 37.74583500098269]","[-122.45739435654508, 37.74549038792638]",59.7953017208
3131,5,B,SAINT MARYS AVE,11314000,21854000,21865000,"[-122.42783880286503, 37.73469389852628]","[-122.42843698068425, 37.73495094954628]",59.8293330397
3132,5,B,CORONA ST,4412000,22747000,35015000,"[-122.46628379658985, 37.72544668189299]","[-122.46659772738636, 37.725924474411485]",59.8365390912
3133,4,B,SILVER AVE,11910000,20969000,20967000,"[-122.41519258774854, 37.729222731660755]","[-122.41455833936091, 37.72941862940501]",59.8439735837
3134,5,B,12TH ST,546000,24243000,24236000,"[-122.41434425609386, 37.770610359155945]","[-122.4137496105816, 37.77034734427128]",59.8554663081
